"code_module" "code_presentation" "id_student" "gender" "region" "highest_education" "imd_band" "age_band" "num_of_prev_attempts" "studied_credits" "disability" "final_result" "score_exam" "wscore_tmas" "wscore_cmas" "sum_click_total"
"FFF" "2014J" 680343 "M" "South Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Distinction" NA 87.5 0 5034
"FFF" "2014J" 680348 "M" "Scotland" "HE Qualification" "80-90%" "0-35" 0 120 "N" "Pass" NA 75.75 0 3675
"FFF" "2014J" 680443 "M" "Yorkshire Region" "Lower Than A Level" "30-40%" "0-35" 0 180 "N" "Distinction" NA 87.75 0 4827
"FFF" "2014J" 680464 "M" "Ireland" "A Level or Equivalent" "80-90%" "0-35" 0 120 "N" "Distinction" NA 90.25 0 3250
"FFF" "2014J" 680506 "F" "East Anglian Region" "HE Qualification" "80-90%" "0-35" 0 60 "N" "Distinction" NA 91.75 0 3739
"FFF" "2014J" 680572 "M" "South East Region" "Lower Than A Level" "20-30%" "0-35" 0 150 "N" "Pass" NA 63.5 0 6389
"FFF" "2014J" 680708 "F" "Scotland" "Lower Than A Level" "30-40%" "0-35" 0 120 "N" "Pass" NA 66.5 0 2378
"FFF" "2014J" 680713 "M" "Scotland" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Pass" NA 86.25 0 4465
"FFF" "2014J" 680747 "M" "West Midlands Region" "Lower Than A Level" "70-80%" "35-55" 0 60 "N" "Pass" NA 87.25 0 2467
"FFF" "2014J" 680775 "M" "Wales" "Lower Than A Level" "90-100%" "0-35" 0 120 "N" "Pass" NA 76.25 0 1852
"FFF" "2014J" 680810 "F" "North Western Region" "A Level or Equivalent" "20-30%" "0-35" 0 120 "N" "Distinction" NA 93 0 10471
"FFF" "2014J" 680855 "M" "Wales" "Lower Than A Level" "20-30%" "35-55" 0 60 "N" "Fail" NA 10 NA 145
"FFF" "2014J" 680872 "M" "East Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 49 0 1383
"FFF" "2014J" 680912 "F" "Yorkshire Region" "Lower Than A Level" "30-40%" "0-35" 0 120 "N" "Pass" NA 54 0 2622
"FFF" "2014J" 680955 "M" "South West Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 83.5 0 5218
"FFF" "2014J" 680974 "M" "East Anglian Region" "HE Qualification" "80-90%" "0-35" 0 60 "N" "Distinction" NA 93.5 0 1377
"FFF" "2014J" 681004 "M" "London Region" "No Formal quals" "20-30%" "35-55" 0 60 "N" "Distinction" NA 84.5 0 3931
"FFF" "2014J" 681235 "F" "West Midlands Region" "Lower Than A Level" "10-20" "0-35" 0 120 "N" "Pass" NA 82 0 2234
"FFF" "2014J" 681298 "M" "Wales" "A Level or Equivalent" "20-30%" "0-35" 0 90 "N" "Fail" NA NA NA 519
"FFF" "2014J" 681328 "M" "North Western Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Distinction" NA 94.75 0 3976
"FFF" "2014J" 681341 "M" "East Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Fail" NA 59 0 1790
"FFF" "2014J" 681352 "F" "South West Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "Y" "Pass" NA 86.5 0 3039
"FFF" "2014J" 681354 "M" "South Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 65.25 0 1157
"FFF" "2014J" 681452 "M" "East Anglian Region" "A Level or Equivalent" "50-60%" "0-35" 0 90 "N" "Pass" NA 75.25 0 1994
"FFF" "2014J" 681490 "M" "Yorkshire Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Distinction" NA 93 0 6003
"FFF" "2014J" 681608 "M" "North Region" "A Level or Equivalent" "" "0-35" 0 60 "N" "Pass" NA 81 0 1896
"FFF" "2014J" 681633 "F" "Scotland" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 80.5 0 4756
"FFF" "2014J" 681652 "M" "East Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 90 "N" "Pass" NA 81.5 0 2830
"FFF" "2014J" 681655 "M" "South Region" "A Level or Equivalent" "70-80%" "0-35" 0 90 "N" "Pass" NA 55 0 4155
"FFF" "2014J" 681658 "M" "East Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 72 0 2163
"FFF" "2014J" 681755 "M" "North Region" "HE Qualification" "" "0-35" 0 120 "N" "Pass" NA 81 0 3043
"FFF" "2014J" 681763 "M" "North Western Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Pass" NA 65.75 0 6816
"FFF" "2014J" 681938 "M" "South West Region" "A Level or Equivalent" "90-100%" "0-35" 0 120 "N" "Distinction" NA 89 0 2942
"FFF" "2014J" 681973 "M" "South East Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 74 0 2080
"FFF" "2014J" 682070 "M" "Ireland" "HE Qualification" "30-40%" "35-55" 0 90 "N" "Pass" NA 87.75 0 4366
"FFF" "2014J" 682298 "F" "East Midlands Region" "A Level or Equivalent" "60-70%" "0-35" 0 120 "Y" "Pass" NA 84.25 0 3404
"FFF" "2014J" 682390 "M" "Scotland" "HE Qualification" "20-30%" "0-35" 0 60 "Y" "Pass" NA 81.5 0 1889
"FFF" "2014J" 682391 "M" "Scotland" "HE Qualification" "80-90%" "0-35" 0 60 "N" "Fail" NA 23.5 0 974
"FFF" "2014J" 682436 "M" "North Region" "Lower Than A Level" "70-80%" "0-35" 0 90 "N" "Pass" NA 65.25 0 4511
"FFF" "2014J" 682437 "M" "South Region" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Pass" NA 82.75 0 5538
"FFF" "2014J" 682511 "M" "South West Region" "A Level or Equivalent" "80-90%" "0-35" 0 120 "N" "Pass" NA 80 0 2839
"FFF" "2014J" 682539 "M" "East Anglian Region" "A Level or Equivalent" "50-60%" "0-35" 0 120 "N" "Distinction" NA 86.25 0 5100
"FFF" "2014J" 682569 "M" "South Region" "A Level or Equivalent" "20-30%" "35-55" 0 120 "N" "Pass" NA 69.5 0 5496
"FFF" "2014J" 682578 "M" "Ireland" "Lower Than A Level" "50-60%" "0-35" 0 120 "N" "Fail" NA 10.25 0 781
"FFF" "2014J" 682588 "M" "South East Region" "Lower Than A Level" "90-100%" "35-55" 0 60 "N" "Fail" NA 68.5 0 3288
"FFF" "2014J" 682613 "M" "Wales" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Pass" NA 66.75 0 2908
"FFF" "2014J" 682632 "F" "London Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Pass" NA 90.5 0 6675
"FFF" "2014J" 682695 "F" "East Anglian Region" "Lower Than A Level" "80-90%" "0-35" 0 150 "Y" "Pass" NA 78.25 0 3176
"FFF" "2014J" 682753 "M" "South Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 76.25 0 3537
"FFF" "2014J" 682839 "M" "London Region" "Lower Than A Level" "80-90%" "35-55" 0 120 "N" "Pass" NA 87.5 0 5842
"FFF" "2014J" 682963 "M" "South Region" "HE Qualification" "60-70%" "35-55" 0 120 "N" "Pass" NA 73.5 0 4086
"FFF" "2014J" 682981 "M" "London Region" "A Level or Equivalent" "10-20" "0-35" 0 120 "Y" "Distinction" NA 94 0 4446
"FFF" "2014J" 682983 "M" "South West Region" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Pass" NA 83.5 0 3304
"FFF" "2014J" 682985 "M" "Scotland" "HE Qualification" "90-100%" "0-35" 0 60 "N" "Fail" NA 53.75 NA 1121
"FFF" "2014J" 682990 "M" "South East Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Distinction" NA 85 0 6508
"FFF" "2014J" 683033 "F" "South Region" "Lower Than A Level" "70-80%" "0-35" 0 120 "N" "Pass" NA 80.25 0 5605
"FFF" "2014J" 683094 "M" "Ireland" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Fail" NA 68.5 0 1981
"FFF" "2014J" 683178 "M" "North Western Region" "A Level or Equivalent" "0-10%" "35-55" 0 60 "N" "Pass" NA 85 0 4124
"FFF" "2014J" 683243 "M" "West Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 90 "N" "Fail" NA 52 0 1378
"FFF" "2014J" 683273 "M" "Yorkshire Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "Y" "Fail" NA 9.75 NA 41
"FFF" "2014J" 683305 "F" "Wales" "HE Qualification" "80-90%" "0-35" 0 120 "N" "Pass" NA 71 0 1956
"FFF" "2014J" 683323 "M" "Wales" "Lower Than A Level" "20-30%" "0-35" 0 120 "Y" "Fail" NA 7.75 0 1098
"FFF" "2014J" 683346 "M" "North Region" "Lower Than A Level" "" "35-55" 0 60 "N" "Distinction" NA 88.5 0 4056
"FFF" "2014J" 683352 "M" "Yorkshire Region" "Lower Than A Level" "10-20" "35-55" 0 60 "N" "Pass" NA 81 0 2801
"FFF" "2014J" 683353 "M" "Wales" "Lower Than A Level" "0-10%" "0-35" 0 90 "N" "Pass" NA 75.75 0 6226
"FFF" "2014J" 683375 "M" "North Western Region" "Lower Than A Level" "70-80%" "0-35" 0 120 "N" "Pass" NA 87.5 0 3357
"FFF" "2014J" 683403 "M" "Wales" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Distinction" NA 87.75 0 4603
"FFF" "2014J" 683446 "M" "South Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 14 NA 492
"FFF" "2014J" 683467 "M" "East Anglian Region" "Lower Than A Level" "20-30%" "0-35" 0 120 "Y" "Pass" NA 62 0 2332
"FFF" "2014J" 683508 "M" "West Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Fail" NA 17.5 NA 344
"FFF" "2014J" 683530 "M" "North Region" "Lower Than A Level" "" "35-55" 0 60 "N" "Distinction" NA 86.25 0 8390
"FFF" "2014J" 683550 "M" "East Anglian Region" "Lower Than A Level" "60-70%" "0-35" 0 60 "N" "Pass" NA 65.75 0 1277
"FFF" "2014J" 683604 "M" "South Region" "HE Qualification" "70-80%" "35-55" 0 90 "N" "Pass" NA 66.75 0 7295
"FFF" "2014J" 683624 "M" "Wales" "Lower Than A Level" "30-40%" "0-35" 0 120 "N" "Distinction" NA 93.75 0 8730
"FFF" "2014J" 683745 "M" "Scotland" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Fail" NA 16.25 0 1418
"FFF" "2014J" 683764 "M" "Scotland" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Fail" NA 38.75 NA 652
"FFF" "2014J" 683820 "M" "Scotland" "Lower Than A Level" "30-40%" "0-35" 0 90 "N" "Pass" NA 78.75 0 4543
"FFF" "2014J" 683902 "M" "East Midlands Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Pass" NA 61 0 1203
"FFF" "2014J" 683934 "M" "East Midlands Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 74.5 0 3606
"FFF" "2014J" 684013 "M" "Wales" "Lower Than A Level" "80-90%" "35-55" 0 60 "N" "Distinction" NA 85.75 0 5310
"FFF" "2014J" 684075 "F" "Wales" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Fail" NA NA NA 45
"FFF" "2014J" 684183 "M" "North Region" "A Level or Equivalent" "" "35-55" 0 60 "N" "Pass" NA 77.25 0 4011
"FFF" "2014J" 684311 "M" "South Region" "A Level or Equivalent" "20-30%" "0-35" 0 90 "N" "Pass" NA 72.75 0 2841
"FFF" "2014J" 684383 "M" "East Anglian Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 72.75 0 3622
"FFF" "2014J" 684386 "M" "North Western Region" "Lower Than A Level" "40-50%" "0-35" 0 90 "N" "Pass" NA 85 0 3684
"FFF" "2014J" 684592 "M" "South West Region" "A Level or Equivalent" "50-60%" "0-35" 0 120 "N" "Pass" NA 61.5 0 2700
"FFF" "2014J" 684671 "M" "South East Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 68.75 0 2897
"FFF" "2014J" 684675 "M" "South West Region" "Lower Than A Level" "30-40%" "0-35" 0 120 "N" "Pass" NA 69.5 0 1645
"FFF" "2014J" 684676 "M" "North Western Region" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Fail" NA NA NA 1003
"FFF" "2014J" 684882 "M" "Wales" "A Level or Equivalent" "80-90%" "0-35" 0 120 "N" "Pass" NA 73.25 0 7383
"FFF" "2014J" 685004 "M" "South East Region" "Lower Than A Level" "10-20" "0-35" 0 90 "N" "Fail" NA 17 0 848
"FFF" "2014J" 685105 "M" "South West Region" "Lower Than A Level" "40-50%" "0-35" 0 180 "N" "Fail" NA 29.25 0 1214
"FFF" "2014J" 685128 "M" "North Western Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "N" "Pass" NA 73 0 2494
"FFF" "2014J" 685140 "M" "East Anglian Region" "HE Qualification" "80-90%" "0-35" 0 120 "N" "Pass" NA 58.25 0 1482
"FFF" "2014J" 685155 "M" "North Western Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Pass" NA 80.25 0 4845
"FFF" "2014J" 685212 "M" "West Midlands Region" "HE Qualification" "30-40%" "35-55" 0 120 "N" "Distinction" NA 93.5 0 5311
"FFF" "2014J" 685276 "F" "London Region" "Lower Than A Level" "60-70%" "0-35" 0 90 "N" "Distinction" NA 94 0 5720
"FFF" "2014J" 685283 "M" "Scotland" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 38.5 0 539
"FFF" "2014J" 685339 "M" "East Midlands Region" "A Level or Equivalent" "60-70%" "0-35" 0 90 "N" "Pass" NA 83.75 0 3082
"FFF" "2014J" 685367 "M" "Ireland" "Lower Than A Level" "60-70%" "0-35" 0 60 "Y" "Fail" NA 19.25 NA 772
"FFF" "2014J" 685373 "M" "Yorkshire Region" "No Formal quals" "0-10%" "0-35" 0 60 "N" "Distinction" NA 89.25 0 3592
"FFF" "2014J" 685378 "M" "West Midlands Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Pass" NA 85.5 0 943
"FFF" "2014J" 685410 "M" "North Region" "Lower Than A Level" "0-10%" "0-35" 0 120 "N" "Pass" NA 77.5 0 4470
"FFF" "2014J" 685619 "M" "Scotland" "HE Qualification" "0-10%" "0-35" 0 105 "Y" "Pass" NA 73.25 0 1440
"FFF" "2014J" 685705 "M" "Yorkshire Region" "A Level or Equivalent" "20-30%" "0-35" 0 120 "N" "Pass" NA 71.25 0 2866
"FFF" "2014J" 685708 "F" "London Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "N" "Pass" NA 64.75 0 1852
"FFF" "2014J" 685772 "M" "South Region" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Pass" NA 66.25 0 4695
"FFF" "2014J" 685831 "M" "Ireland" "A Level or Equivalent" "70-80%" "0-35" 0 90 "N" "Pass" NA 90 0 2500
"FFF" "2014J" 685928 "M" "North Western Region" "A Level or Equivalent" "50-60%" "0-35" 0 120 "N" "Fail" NA 8.25 NA 68
"FFF" "2014J" 685952 "M" "London Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Fail" NA NA NA 50
"FFF" "2014J" 686065 "M" "Scotland" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Distinction" NA 86.5 0 4642
"FFF" "2014J" 686164 "M" "Scotland" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Fail" NA 7.75 NA 99
"FFF" "2014J" 686314 "M" "South West Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Pass" NA 45 0 1838
"FFF" "2014J" 686317 "F" "West Midlands Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "N" "Pass" NA 82.75 0 2808
"FFF" "2014J" 686344 "M" "East Midlands Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 80.5 0 4812
"FFF" "2014J" 686348 "M" "East Anglian Region" "A Level or Equivalent" "40-50%" "0-35" 0 120 "Y" "Pass" NA 79 0 6461
"FFF" "2014J" 686498 "M" "North Region" "HE Qualification" "10-20" "0-35" 0 60 "N" "Pass" NA 73.5 0 5740
"FFF" "2014J" 686522 "M" "West Midlands Region" "HE Qualification" "0-10%" "35-55" 0 90 "N" "Pass" NA 83 0 3520
"FFF" "2014J" 686558 "M" "East Midlands Region" "A Level or Equivalent" "50-60%" "0-35" 0 120 "N" "Pass" NA 82.75 0 1289
"FFF" "2014J" 686700 "M" "North Western Region" "A Level or Equivalent" "10-20" "0-35" 0 120 "N" "Pass" NA 73 0 1178
"FFF" "2014J" 686705 "F" "South East Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Pass" NA 51.25 0 1925
"FFF" "2014J" 686786 "M" "East Anglian Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "Y" "Fail" NA 31.75 0 1064
"FFF" "2014J" 686946 "M" "London Region" "A Level or Equivalent" "50-60%" "0-35" 0 120 "N" "Fail" NA 53.25 0 2202
"FFF" "2014J" 687007 "M" "South Region" "Lower Than A Level" "20-30%" "35-55" 0 60 "N" "Fail" NA 10.5 0 379
"FFF" "2014J" 687033 "M" "Wales" "A Level or Equivalent" "80-90%" "0-35" 0 120 "N" "Fail" NA 30 NA 275
"FFF" "2014J" 687112 "M" "North Western Region" "Lower Than A Level" "20-30%" "0-35" 0 120 "N" "Pass" NA 72 0 2779
"FFF" "2014J" 687115 "M" "South West Region" "A Level or Equivalent" "40-50%" "0-35" 0 120 "N" "Pass" NA 70 0 1244
"FFF" "2014J" 687304 "M" "East Anglian Region" "A Level or Equivalent" "40-50%" "0-35" 0 120 "N" "Fail" NA 10 0 368
"FFF" "2014J" 687331 "M" "Wales" "Lower Than A Level" "10-20" "0-35" 0 60 "Y" "Fail" NA 11 0 891
"FFF" "2014J" 687345 "M" "South Region" "A Level or Equivalent" "60-70%" "0-35" 0 90 "N" "Fail" NA 35 NA 562
"FFF" "2014J" 687351 "M" "Scotland" "HE Qualification" "30-40%" "0-35" 0 60 "N" "Pass" NA 93.25 0 3315
"FFF" "2014J" 687410 "M" "North Region" "Lower Than A Level" "20-30%" "0-35" 0 120 "N" "Pass" NA 75 0 2406
"FFF" "2014J" 687434 "M" "Yorkshire Region" "Lower Than A Level" "80-90%" "35-55" 0 90 "N" "Distinction" NA 96.25 0 9247
"FFF" "2014J" 687468 "F" "South West Region" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Distinction" NA 87.5 0 3937
"FFF" "2014J" 687485 "F" "West Midlands Region" "A Level or Equivalent" "80-90%" "0-35" 0 180 "N" "Pass" NA 51.25 0 2758
"FFF" "2014J" 687503 "F" "South West Region" "Lower Than A Level" "30-40%" "35-55" 0 120 "N" "Pass" NA 78.75 0 6249
"FFF" "2014J" 687525 "M" "Ireland" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Fail" NA 15.5 NA 443
"FFF" "2014J" 687686 "M" "South Region" "A Level or Equivalent" "60-70%" "0-35" 0 120 "N" "Fail" NA 58.75 0 1851
"FFF" "2014J" 687828 "M" "Ireland" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Fail" NA 9.25 NA 85
"FFF" "2014J" 687846 "M" "East Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 55 0 1649
"FFF" "2014J" 687910 "M" "East Anglian Region" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Pass" NA 73.75 0 4368
"FFF" "2014J" 687930 "F" "East Anglian Region" "Lower Than A Level" "90-100%" "35-55" 0 60 "N" "Pass" NA 78 0 6014
"FFF" "2014J" 687931 "M" "South Region" "A Level or Equivalent" "90-100%" "0-35" 0 120 "N" "Pass" NA 67 0 3023
"FFF" "2014J" 687988 "M" "Ireland" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Pass" NA 66.5 0 4275
"FFF" "2014J" 688008 "F" "London Region" "HE Qualification" "0-10%" "0-35" 0 120 "N" "Pass" NA 90.25 0 3729
"FFF" "2014J" 688071 "M" "Scotland" "A Level or Equivalent" "40-50%" "0-35" 0 120 "N" "Fail" NA 11.25 NA 95
"FFF" "2014J" 688127 "M" "East Midlands Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Distinction" NA 87.75 0 3080
"FFF" "2014J" 688136 "M" "East Anglian Region" "Lower Than A Level" "10-20" "35-55" 0 150 "N" "Fail" NA 79 0 7486
"FFF" "2014J" 688192 "F" "Wales" "A Level or Equivalent" "30-40%" "0-35" 0 90 "N" "Fail" NA 64.5 0 3369
"FFF" "2014J" 688225 "M" "Scotland" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Fail" NA 31.75 0 1827
"FFF" "2014J" 688250 "M" "Wales" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Fail" NA 7.5 NA 144
"FFF" "2014J" 688265 "M" "East Anglian Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Fail" NA 53.25 0 823
"FFF" "2014J" 688337 "M" "South West Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Pass" NA 56.5 0 2098
"FFF" "2014J" 688453 "M" "Wales" "Lower Than A Level" "20-30%" "0-35" 0 120 "N" "Fail" NA 9.75 NA 281
"FFF" "2014J" 688470 "M" "East Midlands Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Fail" NA 45.5 0 1209
"FFF" "2014J" 688543 "F" "North Western Region" "HE Qualification" "10-20" "0-35" 0 120 "N" "Pass" NA 77 0 3464
"FFF" "2014J" 688667 "M" "North Western Region" "HE Qualification" "20-30%" "0-35" 0 120 "N" "Pass" NA 75.5 0 7759
"FFF" "2014J" 688685 "M" "Scotland" "A Level or Equivalent" "40-50%" "0-35" 0 120 "N" "Pass" NA 78 0 3595
"FFF" "2014J" 688727 "M" "East Midlands Region" "Lower Than A Level" "20-30%" "35-55" 0 120 "N" "Distinction" NA 94.5 0 6398
"FFF" "2014J" 688891 "M" "East Midlands Region" "A Level or Equivalent" "90-100%" "0-35" 0 180 "N" "Fail" NA 47.75 0 1849
"FFF" "2014J" 688895 "M" "Ireland" "Lower Than A Level" "" "0-35" 0 60 "N" "Distinction" NA 92.75 0 6433
"FFF" "2014J" 688976 "M" "North Western Region" "A Level or Equivalent" "60-70%" "0-35" 0 120 "N" "Fail" NA 33 0 783
"FFF" "2014J" 689005 "M" "South West Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Pass" NA 77.5 0 1511
"FFF" "2014J" 689052 "M" "North Western Region" "HE Qualification" "0-10%" "0-35" 0 60 "N" "Fail" NA 20.75 0 491
"FFF" "2014J" 689056 "M" "North Region" "A Level or Equivalent" "" "35-55" 0 60 "N" "Pass" NA 42.5 0 1472
"FFF" "2014J" 689260 "M" "North Western Region" "A Level or Equivalent" "10-20" "35-55" 0 120 "Y" "Pass" NA 89.75 0 2140
"FFF" "2014J" 689280 "M" "North Western Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Distinction" NA 96 0 5725
"FFF" "2014J" 689347 "M" "South Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 92.25 0 2601
"FFF" "2014J" 689444 "F" "Scotland" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Fail" NA 66.25 0 2538
"FFF" "2014J" 689626 "M" "London Region" "Lower Than A Level" "10-20" "0-35" 0 120 "N" "Fail" NA 6.25 NA 145
"FFF" "2014J" 689796 "F" "Yorkshire Region" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Pass" NA 86 0 8713
"FFF" "2014J" 689832 "M" "West Midlands Region" "Lower Than A Level" "40-50%" "0-35" 0 60 "Y" "Pass" NA 83 0 2294
"FFF" "2014J" 689855 "M" "South West Region" "A Level or Equivalent" "20-30%" "0-35" 0 150 "N" "Distinction" NA 86.5 0 3217
"FFF" "2014J" 689924 "M" "East Midlands Region" "Lower Than A Level" "30-40%" "0-35" 0 120 "N" "Pass" NA 72.25 0 1702
"FFF" "2014J" 690075 "M" "London Region" "Lower Than A Level" "20-30%" "0-35" 0 120 "N" "Pass" NA 61 0 1789
"FFF" "2014J" 690198 "F" "West Midlands Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Distinction" NA 93 0 3860
"FFF" "2014J" 690382 "M" "Scotland" "HE Qualification" "10-20" "0-35" 0 120 "N" "Pass" NA 50.5 0 1706
"FFF" "2014J" 690585 "M" "North Western Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Fail" NA 7.5 NA 155
"FFF" "2014J" 690628 "M" "Scotland" "HE Qualification" "70-80%" "0-35" 0 120 "N" "Pass" NA 79.75 0 3443
"FFF" "2014J" 690635 "M" "East Midlands Region" "HE Qualification" "60-70%" "0-35" 0 60 "N" "Distinction" NA 87 0 1320
"FFF" "2014J" 690746 "F" "Scotland" "HE Qualification" "80-90%" "35-55" 0 90 "N" "Distinction" NA 97 0 7083
"FFF" "2014J" 690832 "M" "Scotland" "A Level or Equivalent" "20-30%" "35-55" 0 120 "N" "Fail" NA 56.5 0 3699
"FFF" "2014J" 690872 "M" "East Midlands Region" "Lower Than A Level" "80-90%" "0-35" 0 120 "N" "Pass" NA 86 0 3012
"FFF" "2014J" 691177 "M" "South Region" "A Level or Equivalent" "70-80%" "0-35" 0 120 "N" "Fail" NA NA NA 3
"FFF" "2014J" 691269 "M" "West Midlands Region" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Pass" NA 70.75 0 3280
"FFF" "2014J" 691280 "M" "East Anglian Region" "HE Qualification" "90-100%" "0-35" 0 150 "N" "Pass" NA 64.5 0 1645
"FFF" "2014J" 691288 "F" "Scotland" "Lower Than A Level" "20-30%" "35-55" 0 120 "N" "Fail" NA NA NA 29
"FFF" "2014J" 691326 "F" "Scotland" "Lower Than A Level" "30-40%" "0-35" 0 90 "N" "Fail" NA 69.75 0 5651
"FFF" "2014J" 691375 "M" "Scotland" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Fail" NA 34.75 0 1099
"FFF" "2014J" 691465 "M" "London Region" "HE Qualification" "30-40%" "35-55" 0 120 "N" "Fail" NA 42 0 3140
"FFF" "2014J" 691699 "M" "South Region" "Lower Than A Level" "80-90%" "0-35" 0 120 "N" "Pass" NA 85.25 0 2350
"FFF" "2014J" 691722 "M" "Scotland" "HE Qualification" "50-60%" "0-35" 0 120 "N" "Distinction" NA 84.5 0 5030
"FFF" "2014J" 691873 "M" "East Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 120 "N" "Pass" NA 51.75 0 1919
"FFF" "2014J" 691932 "M" "North Western Region" "A Level or Equivalent" "0-10%" "35-55" 0 120 "N" "Pass" NA 90.75 0 4941
"FFF" "2014J" 692010 "F" "South East Region" "A Level or Equivalent" "90-100%" "35-55" 0 120 "N" "Pass" NA 85 0 5111
"FFF" "2014J" 692097 "F" "East Midlands Region" "HE Qualification" "10-20" "0-35" 0 120 "N" "Pass" NA 82.75 0 5313
"FFF" "2014J" 692220 "M" "North Western Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Pass" NA 62 0 2668
"FFF" "2014J" 692297 "M" "South Region" "Lower Than A Level" "50-60%" "35-55" 0 60 "Y" "Fail" NA 15.75 NA 122
"FFF" "2014J" 692301 "M" "Scotland" "A Level or Equivalent" "60-70%" "0-35" 0 90 "N" "Pass" NA 56 0 1486
"FFF" "2014J" 692334 "M" "Ireland" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Pass" NA 88.5 0 4280
